alpha_name,beta_name,alpha_value,beta_value,rho,cf_terms,best_p,best_q,best_approx,delta,abs_error,n_lock,tau_scaled,pair,carrier,abs_delta,Crystal_n_start,Crystal_n_end,Crystal_count,Crystal_mean_err,Crystal_lock_scaled_pct,Crystal_lock_soft_pct,Transit_n_start,Transit_n_end,Transit_count,Transit_mean_err,Transit_lock_scaled_pct,Transit_lock_soft_pct,PostCrk_n_start,PostCrk_n_end,PostCrk_count,PostCrk_mean_err,PostCrk_lock_scaled_pct,PostCrk_lock_soft_pct
euler_gamma,pi_over_4,0.577215664901532,0.7853981633974483,0.27491775173606436,"[0; 3, 1, 1, 1, 3, 7, 3, 11, 1]",8,29,0.27586206896551724,-0.0009443172294528734,0.0009443172294528734,1058.9661702766862,0.0034482758620689655,euler_gamma / pi_over_4,8/29,0.0009443172294528734,1,105,105,0.05004881316100245,2.857142857142857,49.523809523809526,953.0,1164.0,212,0.050048813161002965,3.30188679245283,49.528301886792455,1270.0,1588.0,319,0.3494293208881616,0.0,0.0
log2,catalan,0.6931471805599453,0.915965594177219,0.17552557895072862,"[0; 5, 1, 2, 3, 3, 4, 6, 6, 3]",3,17,0.17647058823529413,-0.0009450092845655067,0.0009450092845655067,1058.190661544428,0.0058823529411764705,log2 / catalan,3/17,0.0009450092845655067,1,105,105,0.05008549208197126,5.714285714285714,49.523809523809526,952.0,1164.0,213,0.0503214811383642,6.103286384976526,49.76525821596244,1269.0,1587.0,319,0.34947325835952736,0.0,0.0
e,sqrt3,2.718281828459045,1.7320508075688772,0.8204784532536751,"[0; 1, 4, 1, 1, 3, 18, 1, 5, 1]",23,28,0.8214285714285714,-0.0009501181748963194,0.0009501181748963194,1052.5006535204147,0.0035714285714285713,e / sqrt3,23/28,0.0009501181748963194,1,105,105,0.050356263269506416,2.857142857142857,49.523809523809526,947.0,1157.0,211,0.05011986240097397,3.7914691943127963,50.23696682464455,1263.0,1578.0,316,0.34964286744026596,0.0,0.0
pi_over_sqrt2,sqrt11,2.221441469079183,3.3166247903554,0.6657140573432718,"[0; 1, 1, 1, 115, 1, 34, 1, 3, 14]",2,3,0.6666666666666666,-0.0009526093233948041,0.0009526093233948041,1049.748281316742,0.03333333333333333,pi_over_sqrt2 / sqrt11,2/3,0.0009526093233948041,1,104,104,0.05001198947822912,32.69230769230769,50.0,944.0,1154.0,211,0.05025239141774058,33.175355450236964,49.763033175355446,1259.0,1574.0,316,0.3493711065887933,0.0,0.0
sqrt2_over_pi,sqrt11,0.4501581580785531,3.3166247903554,0.3342859426567282,"[0; 2, 1, 115, 1, 34, 1, 3, 14, 1]",1,3,0.3333333333333333,0.0009526093233948596,0.0009526093233948596,1049.7482813166807,0.03333333333333333,sqrt2_over_pi / sqrt11,1/3,0.0009526093233948596,1,104,104,0.05001198947822912,32.69230769230769,50.0,944.0,1154.0,211,0.05025239141774085,33.175355450236964,49.763033175355446,1259.0,1574.0,316,0.34937110658879206,0.0,0.0
phi,two_pi,1.618033988749895,6.283185307179586,0.26183025723246306,"[0; 3, 1, 4, 1, 1, 7, 16, 2, 1]",6,23,0.2608695652173913,0.0009606920150717624,0.0009606920150717624,1040.9163231416069,0.004347826086956522,phi / two_pi,6/23,0.0009606920150717624,1,104,104,0.050436330791267074,3.8461538461538463,50.0,936.0,1145.0,210,0.05043633079126659,4.285714285714286,49.523809523809526,1249.0,1561.0,313,0.3497722811758157,0.0,0.0
phi_inv,two_pi,0.6180339887498948,6.283185307179586,0.7381697427675369,"[0; 1, 2, 1, 4, 1, 1, 7, 16, 2]",17,23,0.7391304347826086,-0.0009606920150717624,0.0009606920150717624,1040.9163231416069,0.004347826086956522,phi_inv / two_pi,17/23,0.0009606920150717624,1,104,104,0.05043633079127046,3.8461538461538463,50.0,936.0,1145.0,210,0.0504363307912697,4.285714285714286,49.523809523809526,1249.0,1561.0,313,0.34977228117589454,0.0,0.0
phi_inv,log3,0.6180339887498948,1.0986122886681098,0.883328650388095,"[0; 1, 7, 1, 1, 3, 59, 29, 1, 3]",15,17,0.8823529411764706,0.000975709211624487,0.000975709211624487,1024.8955201878955,0.0058823529411764705,phi_inv / log3,15/17,0.000975709211624487,1,102,102,0.050249024398659796,5.88235294117647,50.0,922.0,1127.0,206,0.05024902439865921,5.825242718446602,50.0,1229.0,1537.0,309,0.34940583967662975,0.0,0.0
phi,log3,1.618033988749895,1.0986122886681098,0.11667134961190406,"[0; 8, 1, 1, 3, 59, 29, 1, 3, 1]",2,17,0.11764705882352941,-0.0009757092116253474,0.0009757092116253474,1024.8955201869917,0.0058823529411764705,phi / log3,2/17,0.0009757092116253474,1,102,102,0.050249024398705475,5.88235294117647,50.0,922.0,1127.0,206,0.0502490243987055,5.825242718446602,50.0,1229.0,1537.0,309,0.34940583967785777,0.0,0.0
silver,e,2.414213562373095,2.718281828459045,0.8813735870195429,"[0; 1, 7, 2, 3, 15, 1, 59, 1, 4]",15,17,0.8823529411764706,-0.0009793541569276254,0.0009793541569276254,1021.0810797364087,0.0058823529411764705,silver / e,15/17,0.0009793541569276254,1,102,102,0.05043673908177423,5.88235294117647,50.0,918.0,1123.0,206,0.050437510011647646,5.825242718446602,49.51456310679612,1225.0,1531.0,307,0.3495500282463075,0.0,0.0
silver_inv,e,0.41421356237309515,2.718281828459045,0.11862641298045717,"[0; 8, 2, 3, 15, 1, 59, 1, 4, 1]",2,17,0.11764705882352941,0.0009793541569277642,0.0009793541569277642,1021.081079736264,0.0058823529411764705,silver_inv / e,2/17,0.0009793541569277642,1,102,102,0.050436739081779765,5.88235294117647,50.0,918.0,1123.0,206,0.0504375100116513,5.825242718446602,49.51456310679612,1225.0,1531.0,307,0.3495500282464567,0.0,0.0
sqrt3,ln_phi,1.7320508075688772,0.48121182505960347,0.24901516744831476,"[0; 4, 63, 4, 1, 2, 2, 1, 1, 1]",1,4,0.25,-0.000984832551685244,0.000984832551685244,1015.4010428359637,0.025,sqrt3 / ln_phi,1/4,0.000984832551685244,1,101,101,0.05022646013594747,24.752475247524753,49.504950495049506,913.0,1116.0,204,0.05023033229319749,24.509803921568626,50.0,1218.0,1523.0,306,0.349713012084627,0.0,0.0
sqrt3,pi_over_2,1.7320508075688772,1.5707963267948966,0.21640208515505788,"[0; 4, 1, 1, 1, 1, 1, 3, 3, 4]",5,23,0.21739130434782608,-0.0009892191927682037,0.0009892191927682037,1010.8982997000165,0.004347826086956522,sqrt3 / pi_over_2,5/23,0.0009892191927682037,1,101,101,0.05045017883117862,3.9603960396039604,49.504950495049506,909.0,1111.0,203,0.050206033198040345,4.433497536945813,49.75369458128079,1213.0,1516.0,304,0.34978958853222264,0.0,0.0
euler_gamma,two_pi,0.577215664901532,6.283185307179586,0.7009923443599633,"[0; 1, 2, 2, 1, 9, 2, 1, 1, 1]",7,10,0.7,0.0009923443599633153,0.0009923443599633153,1007.7147010106127,0.01,euler_gamma / two_pi,7/10,0.0009923443599633153,1,100,100,0.05011339017814532,10.0,50.0,906.0,1108.0,203,0.05036374791063568,9.852216748768473,49.75369458128079,1209.0,1511.0,303,0.34958832955004837,0.0,0.0
sqrt7,sqrt11,2.6457513110645907,3.3166247903554,0.8115075629572489,"[0; 1, 4, 3, 3, 1, 1, 1, 1, 1]",13,16,0.8125,-0.0009924370427510931,0.0009924370427510931,1007.6205914563022,0.00625,sqrt7 / sqrt11,13/16,0.0009924370427510931,1,100,100,0.05011807065893008,6.0,50.0,906.0,1108.0,203,0.05036799168655746,5.911330049261084,49.75369458128079,1209.0,1511.0,303,0.34971437814148715,0.0,0.0
sqrt2,catalan,1.4142135623730951,0.915965594177219,0.05163471752594129,"[0; 19, 2, 1, 2, 1, 1, 1, 6, 1]",1,19,0.05263157894736842,-0.000996861421427131,0.000996861421427131,1003.1484602627874,0.005263157894736842,sqrt2 / catalan,1/19,0.000996861421427131,1,100,100,0.050341501782070266,5.0,50.0,902.0,1103.0,202,0.05034296707225426,5.445544554455446,50.0,1203.0,1504.0,302,0.3492519339016258,0.0,0.0
pi_over_4,two_pi,0.7853981633974483,6.283185307179586,0.868563311613418,"[0; 1, 6, 1, 1, 1, 1, 4, 3, 1]",20,23,0.8695652173913043,-0.0010019057778862805,0.0010019057778862805,998.0978471944726,0.004347826086956522,pi_over_4 / two_pi,20/23,0.0010019057778862805,1,99,99,0.050095288894314874,4.040404040404041,49.494949494949495,898.0,1097.0,200,0.05009626923101109,4.5,50.0,1197.0,1497.0,301,0.3495670828128536,0.0,0.0
phi_over_pi,sqrt5,0.5150362148004839,2.23606797749979,0.1754660982401024,"[0; 5, 1, 2, 3, 10, 1, 8, 2, 1]",3,17,0.17647058823529413,-0.0010044899951917319,0.0010044899951917319,995.5300747511429,0.0058823529411764705,phi_over_pi / sqrt5,3/17,0.0010044899951917319,1,99,99,0.050224499759586,5.05050505050505,49.494949494949495,895.0,1095.0,201,0.05047702192149557,5.970149253731343,49.75124378109453,1194.0,1493.0,300,0.34953230854007683,0.0,0.0
e,log10,2.718281828459045,2.302585092994046,0.19899412270790284,"[0; 5, 39, 1, 1, 3, 3, 1, 2, 8]",1,5,0.2,-0.0010058772920971681,0.0010058772920971681,994.1570486347152,0.02,e / log10,1/5,0.0010058772920971681,1,99,99,0.05029386460485786,19.19191919191919,49.494949494949495,894.0,1093.0,200,0.050295444321411795,20.0,49.5,1192.0,1491.0,300,0.34938438734833627,0.0,0.0
euler_gamma,pi_over_sqrt2,0.577215664901532,2.221441469079183,0.311489095516575,"[0; 3, 4, 1, 3, 19, 2, 1, 2, 44]",5,16,0.3125,-0.0010109044834250014,0.0010109044834250014,989.2131416926193,0.00625,euler_gamma / pi_over_sqrt2,5/16,0.0010109044834250014,1,98,98,0.05003977192953757,6.122448979591836,50.0,890.0,1088.0,199,0.05029231081306621,6.030150753768844,49.74874371859296,1187.0,1483.0,297,0.3495574853723768,0.0,0.0
euler_gamma,sqrt2_over_pi,0.577215664901532,0.4501581580785531,0.688510904483425,"[0; 1, 2, 4, 1, 3, 19, 2, 1, 2]",11,16,0.6875,0.0010109044834250014,0.0010109044834250014,989.2131416926193,0.00625,euler_gamma / sqrt2_over_pi,11/16,0.0010109044834250014,1,98,98,0.05003977192953752,6.122448979591836,50.0,890.0,1088.0,199,0.05029231081306678,6.030150753768844,49.74874371859296,1187.0,1483.0,297,0.3495574853723764,0.0,0.0
log10,pi_over_4,2.302585092994046,0.7853981633974483,0.5473712791831136,"[0; 1, 1, 4, 1, 3, 2, 38, 3, 14]",17,31,0.5483870967741935,-0.0010158175910799372,0.0010158175910799372,984.4287092300488,0.0032258064516129032,log10 / pi_over_4,17/31,0.0010158175910799372,1,98,98,0.05028297075845897,3.061224489795918,50.0,885.0,1082.0,198,0.05028736965115883,3.0303030303030303,49.494949494949495,1181.0,1476.0,296,0.3495136697497535,0.0,0.0
phi_over_pi,two_pi,0.5150362148004839,6.283185307179586,0.6389758200279902,"[0; 1, 1, 1, 3, 2, 1, 8, 5, 1]",16,25,0.64,-0.0010241799720097644,0.0010241799720097644,976.3908954767826,0.004,phi_over_pi / two_pi,16/25,0.0010241799720097644,1,97,97,0.05018481862847791,3.0927835051546393,49.48453608247423,878.0,1074.0,197,0.05044159612059341,4.060913705583756,49.746192893401016,1171.0,1464.0,294,0.3493571131228478,0.0,0.0
ln_phi,pi,0.48121182505960347,3.141592653589793,0.36103029184458313,"[0; 2, 1, 3, 2, 1, 8, 1, 5, 1]",9,25,0.36,0.0010302918445831422,0.0010302918445831422,970.5987728211143,0.004,ln_phi / pi,9/25,0.0010302918445831422,1,97,97,0.05048430038457338,3.0927835051546393,49.48453608247423,873.0,1067.0,195,0.050228570181341414,4.102564102564102,49.743589743589745,1164.0,1455.0,292,0.34916717048160684,0.0,0.0
ln_phi,inv_pi,0.48121182505960347,0.3183098861837907,0.6389697081554169,"[0; 1, 1, 1, 3, 2, 1, 8, 1, 5]",16,25,0.64,-0.0010302918445831422,0.0010302918445831422,970.5987728211143,0.004,ln_phi / inv_pi,16/25,0.0010302918445831422,1,97,97,0.05048430038457333,3.0927835051546393,49.48453608247423,873.0,1067.0,195,0.05022857018134287,4.102564102564102,49.743589743589745,1164.0,1455.0,292,0.34916717048160684,0.0,0.0
phi,sqrt3,1.618033988749895,1.7320508075688772,0.876035758971885,"[0; 1, 7, 14, 1, 24, 2, 1, 5, 6]",7,8,0.875,0.0010357589718850146,0.0010357589718850146,965.4755856761388,0.0125,phi / sqrt3,7/8,0.0010357589718850146,1,96,96,0.05023431013642313,12.5,50.0,868.0,1062.0,195,0.050494448096769236,12.307692307692308,49.23076923076923,1158.0,1448.0,291,0.349593940366174,0.0,0.0
phi_inv,sqrt3,0.6180339887498948,1.7320508075688772,0.12396424102811487,"[0; 8, 14, 1, 24, 2, 1, 5, 6, 2]",1,8,0.125,-0.0010357589718851257,0.0010357589718851257,965.4755856760354,0.0125,phi_inv / sqrt3,1/8,0.0010357589718851257,1,96,96,0.050234310136428595,12.5,50.0,868.0,1062.0,195,0.05049444809677383,12.307692307692308,49.23076923076923,1158.0,1448.0,291,0.3495939403663187,0.0,0.0
ln_phi,sqrt11,0.48121182505960347,3.3166247903554,0.389925215354074,"[0; 2, 1, 1, 3, 2, 1, 2, 2, 1]",7,18,0.3888888888888889,0.001036326465185089,0.001036326465185089,964.9468903811107,0.005555555555555556,ln_phi / sqrt11,7/18,0.001036326465185089,1,96,96,0.05026183356147707,5.208333333333334,50.0,868.0,1061.0,194,0.050261833561477516,5.670103092783505,50.0,1157.0,1447.0,291,0.3492970576709937,0.0,0.0
pi_over_3,pi_over_sqrt2,1.0471975511965976,2.221441469079183,0.057780158394151064,"[0; 17, 3, 3, 1, 7, 1, 1, 8, 4]",1,17,0.058823529411764705,-0.001043371017613641,0.001043371017613641,958.4318359610587,0.0058823529411764705,pi_over_3 / pi_over_sqrt2,1/17,0.001043371017613641,1,95,95,0.0500818088454548,5.263157894736842,49.473684210526315,862.0,1054.0,193,0.05034363461732826,6.217616580310881,49.740932642487046,1150.0,1437.0,288,0.34960041128324565,0.0,0.0
pi_over_3,sqrt2_over_pi,1.0471975511965976,0.4501581580785531,0.9422198416058489,"[0; 1, 16, 3, 3, 1, 7, 1, 1, 8]",16,17,0.9411764705882353,0.001043371017613648,0.001043371017613648,958.4318359610522,0.0058823529411764705,pi_over_3 / sqrt2_over_pi,16/17,0.001043371017613648,1,95,95,0.05008180884545443,5.263157894736842,49.473684210526315,862.0,1054.0,193,0.05034363461732852,6.217616580310881,49.740932642487046,1150.0,1437.0,288,0.3496004112832362,0.0,0.0
catalan,phi_over_pi,0.915965594177219,0.5150362148004839,0.13228950520330293,"[0; 7, 1, 1, 3, 1, 2, 1, 1, 1]",2,15,0.13333333333333333,-0.0010438281300303998,0.0010438281300303998,958.0121202241183,0.006666666666666667,catalan / phi_over_pi,2/15,0.0010438281300303998,1,95,95,0.05010375024145925,6.315789473684211,49.473684210526315,862.0,1053.0,192,0.05010388202719759,6.770833333333333,49.47916666666667,1149.0,1437.0,289,0.34966977212930933,0.0,0.0
sqrt11,e,3.3166247903554,2.718281828459045,0.19894763639918533,"[0; 5, 37, 1, 4, 3, 1, 14, 10, 1]",1,5,0.2,-0.0010523636008146764,0.0010523636008146764,950.2419118504862,0.02,sqrt11 / e,1/5,0.0010523636008146764,1,95,95,0.05051345283910393,20.0,49.473684210526315,855.0,1045.0,191,0.05025031737516118,19.895287958115183,49.73821989528796,1140.0,1425.0,286,0.3496563180448083,0.0,0.0
phi_inv,pi_over_2,0.6180339887498948,1.5707963267948966,0.9343882761162055,"[0; 1, 14, 4, 6, 1, 5, 16, 3, 4]",14,15,0.9333333333333333,0.0010549427828721036,0.0010549427828721036,947.9187082331415,0.006666666666666667,phi_inv / pi_over_2,14/15,0.0010549427828721036,1,94,94,0.05010978218642549,6.382978723404255,50.0,853.0,1042.0,190,0.05010978218642657,6.842105263157896,50.0,1137.0,1421.0,285,0.349271819293439,0.0,0.0
phi,pi_over_2,1.618033988749895,1.5707963267948966,0.06561172388379455,"[0; 15, 4, 6, 1, 5, 16, 3, 4, 1]",1,15,0.06666666666666667,-0.0010549427828721175,0.0010549427828721175,947.9187082331291,0.006666666666666667,phi / pi_over_2,1/15,0.0010549427828721175,1,94,94,0.050109782186425623,6.382978723404255,50.0,853.0,1042.0,190,0.050109782186425596,6.842105263157896,50.0,1137.0,1421.0,285,0.3492718192934395,0.0,0.0
sqrt11,sqrt7,3.3166247903554,2.6457513110645907,0.23227440586734382,"[0; 4, 3, 3, 1, 1, 1, 1, 1, 9]",7,30,0.23333333333333334,-0.001058927465989512,0.001058927465989512,944.3517446830531,0.0033333333333333335,sqrt11 / sqrt7,7/30,0.001058927465989512,1,94,94,0.050299054634501655,3.1914893617021276,50.0,849.0,1038.0,190,0.050302975393509544,3.1578947368421053,49.473684210526315,1133.0,1416.0,284,0.3496030554036288,0.0,0.0
ln_phi,phi_over_pi,0.48121182505960347,0.5150362148004839,0.10237801244975975,"[0; 9, 1, 3, 3, 3, 1, 1, 1, 1]",3,29,0.10344827586206896,-0.0010702634123092164,0.0010702634123092164,934.3494213657037,0.0034482758620689655,ln_phi / phi_over_pi,3/29,0.0010702634123092164,1,93,93,0.050302380378533226,3.225806451612903,49.46236559139785,840.0,1027.0,188,0.05030635881367353,3.1914893617021276,50.0,1121.0,1401.0,281,0.34960216292192364,0.0,0.0
sqrt2,two_pi,1.4142135623730951,6.283185307179586,0.18857278139776368,"[0; 5, 3, 3, 3, 23, 1, 5, 37, 1]",3,16,0.1875,0.001072781397763678,0.001072781397763678,932.1563573758846,0.00625,sqrt2 / two_pi,3/16,0.001072781397763678,1,93,93,0.050420725694892844,5.376344086021505,49.46236559139785,838.0,1025.0,188,0.050422510134086634,5.851063829787234,49.46808510638298,1118.0,1398.0,281,0.3495589983867067,0.0,0.0
euler_gamma,sqrt5,0.577215664901532,2.23606797749979,0.31710405386122953,"[0; 3, 6, 1, 1, 18, 1, 2, 1, 1]",7,22,0.3181818181818182,-0.0010777643205886478,0.0010777643205886478,927.8466366875322,0.004545454545454545,euler_gamma / sqrt5,7/22,0.0010777643205886478,1,92,92,0.05011604090737238,4.3478260869565215,50.0,835.0,1020.0,186,0.05011604090737277,4.838709677419355,50.0,1113.0,1391.0,279,0.349360929376993,0.0,0.0
log2,ln_phi,0.6931471805599453,0.48121182505960347,0.5010787647837824,"[0; 1, 1, 231, 4, 17, 1, 3, 1, 1]",1,2,0.5,0.0010787647837824377,0.0010787647837824377,926.9861373243319,0.05,log2 / ln_phi,1/2,0.0010787647837824377,1,92,92,0.050162562445883366,50.0,50.0,834.0,1019.0,186,0.05016256244588322,50.0,50.0,1112.0,1390.0,279,0.34953474451182953,0.0,0.0
log10,phi_over_pi,2.302585092994046,0.5150362148004839,0.7430147051985396,"[0; 1, 2, 1, 8, 5, 14, 1, 196, 1]",23,31,0.7419354838709677,0.0010792213275718776,0.0010792213275718776,926.5939936990345,0.0032258064516129032,log10 / phi_over_pi,23/31,0.0010792213275718776,1,92,92,0.05018379173209277,2.1739130434782608,50.0,833.0,1019.0,187,0.05045558233316545,3.2085561497326207,49.19786096256685,1111.0,1389.0,279,0.3490266594648596,0.0,0.0
log10,silver_inv,2.302585092994046,0.41421356237309515,0.0537129118330808,"[0; 18, 1, 1, 1, 1, 1, 1, 2, 5]",1,19,0.05263157894736842,0.0010813328857123827,0.0010813328857123827,924.7845998331951,0.005263157894736842,log10 / silver_inv,1/19,0.0010813328857123827,1,92,92,0.050281979185625665,4.3478260869565215,50.0,832.0,1017.0,186,0.05028197918562564,5.376344086021505,50.0,1109.0,1387.0,279,0.3495034413690499,0.0,0.0
log10,silver,2.302585092994046,2.414213562373095,0.9462870881669191,"[0; 1, 17, 1, 1, 1, 1, 1, 1, 2]",18,19,0.9473684210526315,-0.0010813328857124382,0.0010813328857124382,924.7845998331477,0.005263157894736842,log10 / silver,18/19,0.0010813328857124382,1,92,92,0.05028197918562943,4.3478260869565215,50.0,832.0,1017.0,186,0.050281979185631716,5.376344086021505,50.0,1109.0,1387.0,279,0.349503441369188,0.0,0.0
pi_over_sqrt2,sqrt7,2.221441469079183,2.6457513110645907,0.8203423944902191,"[0; 1, 4, 1, 1, 3, 3, 1, 1, 2]",23,28,0.8214285714285714,-0.0010861769383523345,0.0010861769383523345,920.660312966081,0.0035714285714285713,pi_over_sqrt2 / sqrt7,23/28,0.0010861769383523345,1,92,92,0.050507227633385186,3.260869565217391,50.0,828.0,1012.0,185,0.05023809243923736,3.2432432432432434,49.72972972972973,1104.0,1380.0,277,0.3490317574336417,0.0,0.0
sqrt2_over_pi,sqrt7,0.4501581580785531,2.6457513110645907,0.17965760550978094,"[0; 5, 1, 1, 3, 3, 1, 1, 2, 1]",5,28,0.17857142857142858,0.0010861769383523623,0.0010861769383523623,920.6603129660575,0.0035714285714285713,sqrt2_over_pi / sqrt7,5/28,0.0010861769383523623,1,92,92,0.050507227633385034,3.260869565217391,50.0,828.0,1012.0,185,0.050238092439236284,3.2432432432432434,49.72972972972973,1104.0,1380.0,277,0.3490317574336389,0.0,0.0
two_pi,phi_inv,6.283185307179586,0.6180339887498948,0.18073170545693973,"[0; 5, 1, 1, 7, 16, 2, 1, 31, 3]",2,11,0.18181818181818182,-0.0010864763612420947,0.0010864763612420947,920.4065874537463,0.00909090909090909,two_pi / phi_inv,2/11,0.0010864763612420947,1,92,92,0.05052115079775721,8.695652173913043,50.0,828.0,1012.0,185,0.05025045132132207,8.64864864864865,49.72972972972973,1104.0,1380.0,277,0.3494036406626753,0.0,0.0
two_pi,phi,6.283185307179586,1.618033988749895,0.8192682945430607,"[0; 1, 4, 1, 1, 7, 16, 2, 1, 31]",9,11,0.8181818181818182,0.0010864763612424833,0.0010864763612424833,920.406587453417,0.00909090909090909,two_pi / phi,9/11,0.0010864763612424833,1,92,92,0.05052115079777795,8.695652173913043,50.0,828.0,1012.0,185,0.05025045132134142,8.64864864864865,49.72972972972973,1104.0,1380.0,277,0.3494036406632285,0.0,0.0
sqrt11,sqrt2,3.3166247903554,1.4142135623730951,0.45943161863729687,"[0; 2, 5, 1, 1, 1, 25, 1, 1, 2]",11,24,0.4583333333333333,0.0010982853039635532,0.0010982853039635532,910.510225704691,0.004166666666666667,sqrt11 / sqrt2,11/24,0.0010982853039635532,1,91,91,0.05052112398232254,3.296703296703297,49.45054945054945,819.0,1001.0,183,0.05024811441626205,4.371584699453552,50.27322404371585,1092.0,1365.0,274,0.3492434959192029,0.0,0.0
sqrt7,zeta3,2.6457513110645907,1.202056903159594,0.2868173667087337,"[0; 3, 2, 18, 13, 1, 3, 1, 9, 3]",2,7,0.2857142857142857,0.0011030809944480024,0.0011030809944480024,906.5517446435694,0.014285714285714285,sqrt7 / zeta3,2/7,0.0011030809944480024,1,90,90,0.05019018524738337,13.333333333333334,50.0,815.0,997.0,183,0.05046777434179561,14.207650273224044,49.18032786885246,1087.0,1359.0,273,0.34906805620988757,0.0,0.0
pi,phi_over_pi,3.141592653589793,0.5150362148004839,0.2747570058804294,"[0; 3, 1, 1, 1, 3, 2, 3, 2, 1]",8,29,0.27586206896551724,-0.001105063085087843,0.001105063085087843,904.9257128343118,0.0034482758620689655,pi / phi_over_pi,8/29,0.001105063085087843,1,90,90,0.050280370371497005,3.3333333333333335,50.0,814.0,995.0,182,0.05028037037149727,3.8461538461538463,50.0,1085.0,1357.0,273,0.3492820268922609,0.0,0.0
inv_pi,phi_over_pi,0.3183098861837907,0.5150362148004839,0.7252429941195706,"[0; 1, 2, 1, 1, 1, 3, 2, 3, 2]",21,29,0.7241379310344828,0.001105063085087843,0.001105063085087843,904.9257128343118,0.0034482758620689655,inv_pi / phi_over_pi,21/29,0.001105063085087843,1,90,90,0.0502803703714971,3.3333333333333335,50.0,814.0,995.0,182,0.050280370371496956,3.8461538461538463,50.0,1085.0,1357.0,273,0.3492820268922607,0.0,0.0
phi,phi_over_pi,1.618033988749895,0.5150362148004839,0.2747570058804293,"[0; 3, 1, 1, 1, 3, 2, 3, 2, 1]",8,29,0.27586206896551724,-0.001105063085087954,0.001105063085087954,904.9257128342209,0.0034482758620689655,phi / phi_over_pi,8/29,0.001105063085087954,1,90,90,0.05028037037150212,3.3333333333333335,50.0,814.0,995.0,182,0.05028037037150211,3.8461538461538463,50.0,1085.0,1357.0,273,0.3492820268923967,0.0,0.0
phi_inv,phi_over_pi,0.6180339887498948,0.5150362148004839,0.7252429941195708,"[0; 1, 2, 1, 1, 1, 3, 2, 3, 2]",21,29,0.7241379310344828,0.001105063085088065,0.001105063085088065,904.92571283413,0.0034482758620689655,phi_inv / phi_over_pi,21/29,0.001105063085088065,1,90,90,0.050280370371507115,3.3333333333333335,50.0,814.0,995.0,182,0.05028037037150695,3.8461538461538463,50.0,1085.0,1357.0,273,0.3492820268925314,0.0,0.0
log3,phi_over_pi,1.0986122886681098,0.5150362148004839,0.8582588279439562,"[0; 1, 6, 18, 6, 1, 11, 1, 1, 11]",6,7,0.8571428571428571,0.0011159708010991531,0.0011159708010991531,896.0807926292247,0.014285714285714285,log3 / phi_over_pi,6/7,0.0011159708010991531,1,89,89,0.050218686049459685,13.48314606741573,49.43820224719101,806.0,985.0,180,0.05021968785185006,13.88888888888889,49.44444444444444,1075.0,1344.0,270,0.3497666839293692,0.0,0.0
sqrt3,two_pi,1.7320508075688772,6.283185307179586,0.2988807871721434,"[0; 3, 2, 1, 8, 4, 3, 1, 7, 21]",3,10,0.3,-0.0011192128278565971,0.0011192128278565971,893.4851130281437,0.01,sqrt3 / two_pi,3/10,0.0011192128278565971,1,89,89,0.05036457725354732,8.98876404494382,49.43820224719101,804.0,982.0,179,0.05008624411092529,10.05586592178771,50.27932960893855,1072.0,1340.0,269,0.3497706703950693,0.0,0.0
silver,pi_over_e,2.414213562373095,1.1557273497909217,0.08978292110769104,"[0; 11, 7, 4, 26, 2, 1, 26, 4, 1]",1,11,0.09090909090909091,-0.0011261698013998733,0.0011261698013998733,887.9655614605903,0.00909090909090909,silver / pi_over_e,1/11,0.0011261698013998733,1,88,88,0.05011455616229425,9.090909090909092,50.0,799.0,976.0,178,0.05011455616229431,9.550561797752808,50.0,1065.0,1331.0,267,0.3491514220770452,0.0,0.0
silver,e_over_pi,2.414213562373095,0.8652559794322651,0.910217078892309,"[0; 1, 10, 7, 4, 26, 2, 1, 26, 4]",10,11,0.9090909090909091,0.001126169801399901,0.001126169801399901,887.9655614605684,0.00909090909090909,silver / e_over_pi,10/11,0.001126169801399901,1,88,88,0.05011455616229425,9.090909090909092,50.0,799.0,976.0,178,0.05011455616229431,9.550561797752808,50.0,1065.0,1331.0,267,0.3491514220770458,0.0,0.0
silver_inv,e_over_pi,0.41421356237309515,0.8652559794322651,0.08978292110769015,"[0; 11, 7, 4, 26, 2, 1, 26, 4, 1]",1,11,0.09090909090909091,-0.0011261698014007615,0.0011261698014007615,887.96556145989,0.00909090909090909,silver_inv / e_over_pi,1/11,0.0011261698014007615,1,88,88,0.050114556162333776,9.090909090909092,50.0,799.0,976.0,178,0.050114556162333825,9.550561797752808,50.0,1065.0,1331.0,267,0.34915142207810923,0.0,0.0
silver_inv,pi_over_e,0.41421356237309515,1.1557273497909217,0.9102170788923098,"[0; 1, 10, 7, 4, 26, 2, 1, 26, 4]",10,11,0.9090909090909091,0.0011261698014007893,0.0011261698014007893,887.9655614598681,0.00909090909090909,silver_inv / pi_over_e,10/11,0.0011261698014007893,1,88,88,0.05011455616233385,9.090909090909092,50.0,799.0,976.0,178,0.05011455616233454,9.550561797752808,50.0,1065.0,1331.0,267,0.3491514220781103,0.0,0.0
